key_mode,kernel,N,noise_std,acc_mean,acc_std,cos_mean,cos_std,snr_mean,snr_std,entropy_mean,entropy_std
indep,relu,160,0.0,1.0,0.0,0.5392153105501356,0.0036989861818909676,0.4160903750823065,0.007330877835538551,4.047890774320708,0.008044111769990486
indep,relu,160,0.1,1.0,0.0,0.48843896445673957,0.002184011908835541,0.4158942216635032,0.00338914403879732,4.049711641656432,0.004119967995637962
indep,relu,160,0.2,0.9587499999999999,0.014031215200402283,0.3914368511914681,0.0024915340542055555,0.416467831905026,0.005749536008733051,4.044365424015955,0.010698196101334843
indep,relu,160,0.3,0.625,0.04031128874149273,0.3014935420307915,0.0066109348728468605,0.4156057772742566,0.0029672008481519572,4.04671639109077,0.006884628137783225
indep,relu,320,0.0,1.0,0.0,0.4089590169194712,0.0015832964040102065,0.20204097989869635,0.0018003881353650963,4.7708642790656555,0.006826302765842631
indep,relu,320,0.1,1.0,0.0,0.36491797583739344,0.0016862890770440082,0.20308774942387237,0.001322208640682125,4.773788099578309,0.002501228436894272
indep,relu,320,0.2,0.9400000000000001,0.01142229180156068,0.28491825669864196,0.001730678198455548,0.20277485922102317,0.0008655647197671699,4.767835327082949,0.00561117284967072
indep,relu,320,0.3,0.589375,0.018285923547909717,0.2228831353424275,0.0028904132501586517,0.20356879829120475,0.001593950646840838,4.7675770190352065,0.0058925138441183605
indep,relu,640,0.0,1.0,0.0,0.3020178856709871,0.0004144052435864943,0.10064756700715378,0.000270550232696781,5.477295942446405,0.0025726428061372477
indep,relu,640,0.1,1.0,0.0,0.2669336559303692,0.0003013003806986737,0.10085631348330164,0.0001186070815154254,5.476042131759613,0.0017358162741232428
indep,relu,640,0.2,0.9128125,0.00799169490784026,0.20564279367303434,0.0008781714142909779,0.10091515319105357,0.00034256773652798644,5.4773612295278316,0.003257631249120605
indep,relu,640,0.3,0.4940624999999999,0.01807104036850118,0.15932187920286917,0.0016300451155579195,0.10103389932671758,0.00012479757323356988,5.475209432926762,0.0011383079118057148
indep,relu,960,0.0,1.0,0.0,0.2505827599255923,0.0002654594379736378,0.06708881379775264,0.00015323394344295135,5.88678073948284,0.0014808548666230485
indep,relu,960,0.1,1.0,0.0,0.22017601077330823,0.0004052787829239496,0.06716289511675982,0.0003045973507645922,5.887257394360071,0.0014626260206353687
indep,relu,960,0.2,0.8814583333333333,0.010150773095899873,0.1686339103895597,0.000204936116967963,0.06702328468663954,0.00014212176928003493,5.887184200907519,0.001559869651258764
indep,relu,960,0.3,0.45479166666666665,0.015246812052943322,0.1304395848510754,0.000985388696519586,0.06705722483994667,0.00026002159369509855,5.8868101321432125,0.0028724965368481076
indep,relu,1280,0.0,1.0,0.0,0.21862512708624612,0.0002010029147675985,0.05024513904010627,9.136173021245547e-05,6.177673749861443,0.001043483545720542
indep,relu,1280,0.1,1.0,0.0,0.1915820376899081,0.00019087514203386025,0.05023936096738309,3.4243585911425053e-05,6.177639676922704,0.0011736088870101863
indep,relu,1280,0.2,0.8659374999999999,0.010899487516622064,0.14674714445298073,0.00039114956453048516,0.05023359457696962,0.0001063552005708061,6.177813856849786,0.0011209485926809832
indep,relu,1280,0.3,0.39765625,0.01534912711280351,0.11240096331137298,0.0007881098428879863,0.05024158149575856,6.228515995453168e-05,6.1780008215919,0.0012650129009783104
indep,exp,160,0.0,1.0,0.0,0.20474771319330634,0.00021743439500957585,0.043764442409463304,9.560648364722243e-05,5.0540227927498265,0.00028175723902498887
indep,exp,160,0.1,1.0,0.0,0.18110633076738591,0.00039537987937120206,0.04374433909304607,0.0001333785109722583,5.053929523091097,0.00013779650854568338
indep,exp,160,0.2,0.9549999999999998,0.01741048534648017,0.14798777701968224,0.0010216433766101155,0.04360663065666469,0.0001422635206980661,5.053989950251273,8.877866447490108e-05
indep,exp,160,0.3,0.6575,0.040964924020434834,0.12628218132455898,0.002264423184441993,0.0437617585127324,0.0001401916728101875,5.053970953596851,9.809698718689545e-05
indep,exp,320,0.0,1.0,0.0,0.1459308700435631,0.00010382011064419385,0.021761552336454208,3.110204740837863e-05,5.749920399362056,6.791979705202525e-05
indep,exp,320,0.1,1.0,0.0,0.12905623970681268,0.00012820446313185468,0.021738985684629515,1.9722613848016466e-05,5.749940467894069,9.129547470623629e-05
indep,exp,320,0.2,0.9518749999999999,0.014059027349002466,0.10539908309452817,0.0004835441375795075,0.02178015827989068,4.025854059620043e-05,5.749957128057899,8.683161565633281e-05
indep,exp,320,0.3,0.5825,0.019625398085134464,0.09013031335176867,0.00039111143001901945,0.021761246098142433,4.3627581975874035e-05,5.749928867390234,8.868949049748448e-05
indep,exp,640,0.0,1.0,0.0,0.10369604893541932,2.035180119693575e-05,0.010870244501300263,4.238629777060843e-06,6.444445780230284,3.8708212239534307e-05
indep,exp,640,0.1,1.0,0.0,0.09138099895680647,0.00018090893130665722,0.010858200092086188,9.23358533697469e-06,6.444457318434631,4.136449352953708e-05
indep,exp,640,0.2,0.9171875,0.006404344228724786,0.07456236400722921,0.000201157685550534,0.010852663485378417,7.317447593481273e-06,6.444471628224686,5.352778887633575e-05
indep,exp,640,0.3,0.495625,0.009238590936934054,0.06404146137751299,0.0002450631821574182,0.010864383033259314,5.2373745938015e-06,6.444430909404017,3.052256701547807e-05
indep,exp,960,0.0,1.0,0.0,0.08477675470043475,1.6167646455989755e-05,0.007239390782624584,2.7235747770918713e-06,6.850400037132627,2.312247677313353e-05
indep,exp,960,0.1,1.0,0.0,0.07470830942780288,6.286151702061125e-05,0.007239483802788131,3.941973268129025e-06,6.850374105823427,4.242962590864399e-05
indep,exp,960,0.2,0.8924999999999998,0.004677071733467413,0.06093043208953489,8.730693523463661e-05,0.007241926147021499,2.3763916198829467e-06,6.850375648258543,6.4451840524638e-05
indep,exp,960,0.3,0.44000000000000006,0.01915760655428776,0.052336889321607585,0.00017133916752336278,0.007238840426985002,2.8025026705463257e-06,6.850366441631415,2.844121422341139e-05
indep,exp,1280,0.0,1.0,0.0,0.07346821847611425,1.7636725988111514e-05,0.0054270305291105134,2.571656662982236e-06,7.138307269190544,1.9904752632442498e-05
indep,exp,1280,0.1,1.0,0.0,0.06472985039400563,6.077007662890148e-05,0.0054287405457395885,1.4452577950300579e-06,7.138292495268854,1.113341703535505e-05
indep,exp,1280,0.2,0.8765625,0.004764984588117778,0.052825870648498266,4.9488177886261274e-05,0.005429627459017849,2.1398994721928675e-06,7.1383003840405355,2.1421454845982744e-05
indep,exp,1280,0.3,0.39703125000000006,0.007081418246015411,0.04525992606451175,0.00010380234245445042,0.005428824786035949,6.549882494641063e-07,7.138289617584917,1.7165667278977393e-05
indep,solu,160,0.0,1.0,0.0,0.1468030980100939,0.00013151543424820504,0.022027612211846268,3.9953395911493526e-05,5.065344762393841,5.599326083818204e-05
indep,solu,160,0.1,1.0,0.0,0.1366791297084781,0.000121105107407712,0.02198645262382958,4.2746533174434054e-05,5.06545840072142,6.472096523057096e-05
indep,solu,160,0.2,0.9724999999999999,0.009354143466934821,0.12082807713743222,0.0004276444160620902,0.021973417527670985,3.360907656686439e-05,5.065369719542935,6.270102321861047e-05
indep,solu,160,0.3,0.68875,0.04373213921133976,0.11015811834117073,0.0009045108581635917,0.021985154968802052,2.282943630949411e-05,5.065317108726688,7.51058438553586e-05
indep,solu,320,0.0,1.0,0.0,0.10407777024265316,3.5845106398229616e-05,0.010951392447233367,7.529981549153734e-06,5.759419012694446,2.8604065897201523e-05
indep,solu,320,0.1,1.0,0.0,0.09695656829591248,0.00012302721130268227,0.010954393360433502,1.0505544761842798e-05,5.759380241463467,5.1639307351642494e-05
indep,solu,320,0.2,0.9431249999999999,0.004145780987944228,0.08568320365682883,0.0001478781085426295,0.01095171598458765,5.917992527423465e-06,5.759382594113163,6.499864540108187e-05
indep,solu,320,0.3,0.5831250000000001,0.024732948671761734,0.0776180270932602,0.00034956124419959465,0.010955942842024233,6.959942380057898e-06,5.759397190310672,2.4682283196337696e-05
indep,solu,640,0.0,1.0,0.0,0.07373389225328171,2.375485114800244e-05,0.005466563713708364,3.4963986197697533e-06,6.452983834770448,1.6271769950212603e-05
indep,solu,640,0.1,1.0,0.0,0.06863016497986829,6.152188721051477e-05,0.00546625652856276,2.8623167706227163e-06,6.452976164714426,8.62659825282382e-06
indep,solu,640,0.2,0.9028124999999999,0.0163398955780017,0.06063929837856663,0.00013314680506901729,0.005466019026115905,3.5747895278387014e-06,6.452983156944218,2.6927653267187525e-05
indep,solu,640,0.3,0.4828125,0.01872394022368154,0.05507033843884133,0.00016738716275536562,0.005467635539460504,3.153965753690654e-06,6.452986155202291,1.3904697730970949e-05
indep,solu,960,0.0,1.0,0.0,0.060247209301766004,8.251668280716312e-06,0.003643007470046045,9.89809302025279e-07,6.858586746312507,1.250516778295701e-05
indep,solu,960,0.1,1.0,0.0,0.05605811652750662,1.6367898066974317e-05,0.003641678736335511,1.134748891191396e-06,6.858593580394785,9.756050188300912e-06
indep,solu,960,0.2,0.8816666666666666,0.011133657679906137,0.04948030403397234,5.769676047878494e-05,0.003643226701837879,1.9702582921627827e-06,6.858591636681828,7.021256110631061e-06
indep,solu,960,0.3,0.44770833333333326,0.012781551375148317,0.04500070322638398,0.00011809586854892199,0.003642726616231283,1.924791202512745e-06,6.858595387279178,1.4608991266556451e-05
indep,solu,1280,0.0,1.0,0.0,0.052194690342689434,4.5030957772996645e-06,0.0027317588551512713,4.6785155368041306e-07,7.146343550380555,1.7160111153183603e-05
indep,solu,1280,0.1,1.0,0.0,0.048562408338285346,1.9890575453033706e-05,0.0027309971291266375,6.767256939460542e-07,7.146337725788146,1.2727342933442501e-05
indep,solu,1280,0.2,0.8724999999999999,0.00631605716606492,0.04293786879179435,5.195736527892629e-05,0.002731474722949011,8.38075524966447e-07,7.1463479943898935,5.042105715049775e-06
indep,solu,1280,0.3,0.40421874999999996,0.010253143572826832,0.038966673140840694,5.961268481711464e-05,0.002731042390269562,7.459004714709127e-07,7.146351033850708,1.6698274329745852e-05
correlated,relu,160,0.0,1.0,0.0,0.28156903181866005,0.0013015654020517042,0.0868615135550499,0.0008212460088543594,4.134951114654541,0.0020001546945422888
correlated,relu,160,0.1,0.9925,0.009185586535436928,0.27521965987460123,0.002704136170174287,0.08773274719715118,0.0015693864552304149,4.134434700012207,0.005347476806491613
correlated,relu,160,0.2,0.7575000000000001,0.03609882269548413,0.25428840718461265,0.0026140430188191176,0.08702866733074188,0.0012479417491704226,4.13641881942749,0.002390990499407053
correlated,relu,160,0.3,0.40625,0.022707377655731196,0.22857307007950745,0.0017722297835553763,0.08788500726222992,0.000540733162779361,4.130475997924805,0.006413234863430262
correlated,relu,320,0.0,1.0,0.0,0.20276799494732792,0.00046789068980021174,0.043041929602622986,0.0002125830069417134,4.8333353996276855,0.0023224225733429193
correlated,relu,320,0.1,0.9893749999999999,0.004677071733467446,0.197526355026835,0.0006051174665326405,0.04301897808909416,0.00023461230739485472,4.831331253051758,0.005122831091284752
correlated,relu,320,0.2,0.6449999999999999,0.018285923547909765,0.18295189040221432,0.0006816831938356447,0.0428529791533947,0.0002627954527270049,4.834000587463379,0.003527166089043021
correlated,relu,320,0.3,0.33562499999999995,0.007551903733496605,0.1653980434704179,0.0010225355547559506,0.04312080144882202,0.00015864345186855644,4.8316450119018555,0.002842693356797099
correlated,relu,640,0.0,1.0,0.0,0.14453951488226707,0.00043499251344059563,0.021388787776231766,0.00012442815932445228,5.5271100997924805,0.0013528664130717516
correlated,relu,640,0.1,0.9765625,0.005321683239351978,0.14061222547427657,0.00021331552511148362,0.021348264068365097,8.012006583157927e-05,5.527043342590332,0.0012044617906212807
correlated,relu,640,0.2,0.525625,0.024036105653786742,0.129829728139973,0.0005100504380302923,0.02129248157143593,6.259723159018904e-05,5.527738094329834,0.0009287722641602159
correlated,relu,640,0.3,0.21437499999999998,0.015916039472808556,0.11513549956725144,0.0010222444700123774,0.02127331867814064,9.691237210063264e-05,5.528167724609375,0.0016937463078647852
correlated,relu,960,0.0,1.0,0.0,0.1181614410409082,0.0001336754584811715,0.014183923602104187,3.453623139648698e-05,5.9324493408203125,0.0016538307536393404
correlated,relu,960,0.1,0.9664583333333333,0.002585348676248125,0.115101155125285,9.579890445461031e-05,0.014198007993400097,3.289372398285195e-05,5.932701110839844,0.0008057049126364291
correlated,relu,960,0.2,0.4695833333333333,0.010893263718667801,0.10630584447733638,0.0002528145766756995,0.014149034395813942,4.042630098410882e-05,5.9326276779174805,0.0015948729123920202
correlated,relu,960,0.3,0.17687499999999998,0.00884865024233138,0.09464912355589547,0.0004237691801327344,0.014163069427013397,6.963686610106379e-05,5.9309282302856445,0.0007730522193014622
correlated,relu,1280,0.0,1.0,0.0,0.10241661347585355,0.00013392817851484023,0.010618860833346844,3.3362695830874145e-05,6.22022819519043,0.0008415945339947939
correlated,relu,1280,0.1,0.9568749999999999,0.005642334401646153,0.09958030448817404,0.00011503793142734609,0.010595427826046944,1.2138066267652903e-05,6.220322608947754,0.00037977719330228865
correlated,relu,1280,0.2,0.41031249999999997,0.015022769177152394,0.09200432105608469,0.00020139173312456833,0.010631543584167957,2.3197033442556858e-05,6.22011661529541,0.0007118743378669024
correlated,relu,1280,0.3,0.15609374999999998,0.010761984598576602,0.08239916466473034,0.0001611732275914397,0.01061200350522995,2.248992313980125e-05,6.220633029937744,0.0006008094642311335
correlated,exp,160,0.0,1.0,0.0,0.18367071748646074,0.00019727957889835766,0.03495514392852783,7.566028216388077e-05,4.999265670776367,0.0007611066685058177
correlated,exp,160,0.1,0.9962500000000001,0.003061862178478962,0.16644103379084202,0.0005261007881159431,0.03487061709165573,0.0003058150759898126,4.9999308586120605,0.0006718792137689888
correlated,exp,160,0.2,0.74125,0.03201562118716426,0.14061639308271376,0.0006268715916075466,0.03495888039469719,0.00012629840057343245,4.999481201171875,0.000910744653083384
correlated,exp,160,0.3,0.37,0.03652909799050614,0.12258088982643996,0.0007997112454760754,0.034947313368320465,0.00013028141984250396,4.999934196472168,0.0013710188213735819
correlated,exp,320,0.0,1.0,0.0,0.13092343496178366,0.00013969953762135395,0.01744883880019188,3.501166793284938e-05,5.6945390701293945,0.00020526153093669564
correlated,exp,320,0.1,0.985,0.005376453291901654,0.1186286914508646,0.0002318215070624188,0.01744898408651352,6.376564124366269e-05,5.694708347320557,0.0008577717817388475
correlated,exp,320,0.2,0.666875,0.032512017009099864,0.10028031841296418,0.00039384417706365765,0.017428556457161903,2.9378481485764496e-05,5.694607734680176,0.00032016928889788687
correlated,exp,320,0.3,0.308125,0.012279301690242812,0.08746028423008356,0.0003637307668181069,0.01743645779788494,4.167062434135005e-05,5.694310665130615,0.0005138301639817655
correlated,exp,640,0.0,1.0,0.0,0.09289350554447097,7.995463004593463e-05,0.008706307038664818,1.4338610526465345e-05,6.388642311096191,0.00018588651437312365
correlated,exp,640,0.1,0.9737500000000001,0.00799169490784029,0.08397646029581222,0.00014670783961249977,0.008692624047398567,7.044997346383752e-06,6.38856315612793,0.0002359250356676057
correlated,exp,640,0.2,0.5487500000000001,0.0036174490321219605,0.0709694439600376,0.00012035586336576607,0.008691996335983276,1.8397844542050734e-05,6.3883795738220215,0.0004116551426704973
correlated,exp,640,0.3,0.22593750000000004,0.009611597812018566,0.0623198864296584,0.0003040786109583038,0.00869564525783062,5.963115654594731e-06,6.388411998748779,0.00031370739452540874
correlated,exp,960,0.0,1.0,0.0,0.07588249402571823,3.506540804607432e-05,0.005792640149593353,5.1137521950295195e-06,6.794264316558838,0.00014698160521220416
correlated,exp,960,0.1,0.9643749999999999,0.006366961162473404,0.06870740454130488,6.78398475274055e-05,0.0057988353073596954,2.503222049199394e-06,6.79440450668335,0.00018514905241318047
correlated,exp,960,0.2,0.4679166666666667,0.015072164373071614,0.05785735647177025,0.0001620640746947757,0.005788175854831934,4.801419436262222e-06,6.79418420791626,0.00017240903980564326
correlated,exp,960,0.3,0.17416666666666664,0.011361331837029979,0.050749595801672785,0.000182389120359007,0.005797188263386488,7.523049134761095e-06,6.7944769859313965,0.0002003127010539174
correlated,exp,1280,0.0,1.0,0.0,0.06573290343487843,3.0184092557687478e-05,0.004340528976172209,3.949235633626813e-06,7.082159996032715,0.00027473922818899155
correlated,exp,1280,0.1,0.9509375,0.009725228949747143,0.05949018484686769,4.840268010172479e-05,0.004342903383076191,2.929284391939291e-06,7.082139015197754,0.0001943948882399127
correlated,exp,1280,0.2,0.43515625,0.01206266191601174,0.05024063918611219,6.062279050423834e-05,0.004345813300460577,3.0984867862571264e-06,7.0823655128479,0.0001647549361223355
correlated,exp,1280,0.3,0.148125,0.009172287575899487,0.044004686198327474,3.1202045516776394e-05,0.004342252854257822,4.991336481907638e-06,7.08212423324585,0.00025306246243417263
correlated,solu,160,0.0,1.0,0.0,0.13998279038237815,0.00036425021784144686,0.019997380673885345,0.00010083214874612167,5.0376176834106445,0.00029734725831076503
correlated,solu,160,0.1,0.9962500000000001,0.004999999999999982,0.13176160150515331,0.0002758394766001566,0.01998511143028736,5.218361911829561e-05,5.03715705871582,0.0005779575440101326
correlated,solu,160,0.2,0.74875,0.0358817502360183,0.1185793359690371,0.0004260806478580162,0.01999587006866932,4.1582927224226296e-05,5.036859512329102,0.00033780335797928274
correlated,solu,160,0.3,0.43624999999999997,0.03269174207655506,0.10862332573901964,0.0005472700679160989,0.02000739611685276,2.638450314407237e-05,5.036921501159668,0.0006566504598595202
correlated,solu,320,0.0,1.0,0.0,0.09928763962949579,9.399040463769892e-05,0.009958603419363499,1.7543095964356326e-05,5.73090124130249,0.00027647969545796514
correlated,solu,320,0.1,0.991875,0.003186887195995471,0.09352032761385647,7.520955457252061e-05,0.009963938035070896,1.292728484258987e-05,5.7309088706970215,0.0002896867226809263
correlated,solu,320,0.2,0.6431250000000001,0.0332720791355154,0.08397008219798019,0.0002066945231227004,0.009968122467398643,1.0002083399740513e-05,5.7309699058532715,0.00012432837684173137
correlated,solu,320,0.3,0.301875,0.01774383695822298,0.07680367641425263,0.0002667642915886977,0.009959377348423004,1.912099469336681e-05,5.730801582336426,0.0002922678831964731
correlated,solu,640,0.0,1.0,0.0,0.07031968530654797,3.236860843763265e-05,0.004969972185790539,4.427555722941179e-06,6.424404144287109,0.00019795783737208694
correlated,solu,640,0.1,0.97,0.00811297186609195,0.06616837201258215,2.3397809129998398e-05,0.0049710399471223354,3.883964382112026e-06,6.424381256103516,0.00012495735427364707
correlated,solu,640,0.2,0.533125,0.014836346838086545,0.05930777167607167,5.9842005131206455e-05,0.004968189634382725,5.813130883325357e-06,6.424391269683838,0.00020884803961962461
correlated,solu,640,0.3,0.22562500000000002,0.009301797541335768,0.05444968015736538,8.870682147594255e-05,0.004966006614267826,5.494935976457782e-06,6.4244184494018555,2.4114007828757167e-05
correlated,solu,960,0.0,1.0,0.0,0.05742743159382867,7.333249516055417e-06,0.0033090810757130384,8.031260563257092e-07,6.829840183258057,4.9607107939664274e-05
correlated,solu,960,0.1,0.96875,0.004419417382415927,0.054054997078209543,1.9251163574382388e-05,0.003311465261504054,2.82910468740738e-06,6.829968452453613,8.572518709115684e-05
correlated,solu,960,0.2,0.4697916666666666,0.008740073734751266,0.04850701430149548,4.245058720318756e-05,0.003307861741632223,2.1855810246051988e-06,6.829911708831787,6.641676009166986e-05
correlated,solu,960,0.3,0.16854166666666665,0.009601432184835763,0.0443998870397467,0.00011056153858315522,0.0033086631447076797,3.5597993246483384e-06,6.829863548278809,0.0001283650635741651
correlated,solu,1280,0.0,1.0,0.0,0.04975290341298576,1.4339880247949923e-05,0.0024816442746669054,1.361444788017252e-06,7.117659568786621,0.00010654809011612087
correlated,solu,1280,0.1,0.954375,0.005470981687503646,0.0468178671843686,1.7870620043201925e-05,0.002482406795024872,1.1518320661707548e-06,7.117600440979004,9.36309588723816e-05
correlated,solu,1280,0.2,0.43234374999999997,0.014844572345642015,0.042039468647647474,3.4503883288771476e-05,0.002481440780684352,1.812374648579862e-06,7.117700099945068,6.174368900246918e-05
correlated,solu,1280,0.3,0.15828125,0.00902470567387103,0.038545884117460086,4.605955615481495e-05,0.0024805902503430843,2.458113840475562e-06,7.117600917816162,0.00011553853983059525
